1	0
0.968301	-0.0908523
0.968301	-0.0817671
0.968301	-0.0726818
0.968301	-0.0635966
0.968301	-0.0545114
0.968301	-0.0454262
0.968301	-0.0363409
0.968301	-0.0272557
0.968301	-0.0181705
0.968301	-0.00908523
0.968301	1.04083e-17
0.968301	0.00908523
0.968301	0.0181705
0.968301	0.0272557
0.968301	0.0363409
0.968301	0.0454262
0.968301	0.0545114
0.968301	0.0635966
0.968301	0.0726818
0.968301	0.0817671
0.971471	-0.0908523
0.971471	-0.0817671
0.971471	-0.0726818
0.971471	-0.0635966
0.971471	-0.0545114
0.971471	-0.0454262
0.971471	-0.0363409
0.971471	-0.0272557
0.971471	-0.0181705
0.971471	-0.00908523
0.971471	1.04083e-17
0.971471	0.00908523
0.971471	0.0181705
0.971471	0.0272557
0.971471	0.0363409
0.971471	0.0454262
0.971471	0.0545114
0.971471	0.0635966
0.971471	0.0726818
0.971471	0.0817671
0.974641	-0.0908523
0.974641	-0.0817671
0.974641	-0.0726818
0.974641	-0.0635966
0.974641	-0.0545114
0.974641	-0.0454262
0.974641	-0.0363409
0.974641	-0.0272557
0.974641	-0.0181705
0.974641	-0.00908523
0.974641	1.04083e-17
0.974641	0.00908523
0.974641	0.0181705
0.974641	0.0272557
0.974641	0.0363409
0.974641	0.0454262
0.974641	0.0545114
0.974641	0.0635966
0.974641	0.0726818
0.974641	0.0817671
0.977811	-0.0908523
0.977811	-0.0817671
0.977811	-0.0726818
0.977811	-0.0635966
0.977811	-0.0545114
0.977811	-0.0454262
0.977811	-0.0363409
0.977811	-0.0272557
0.977811	-0.0181705
0.977811	-0.00908523
0.977811	1.04083e-17
0.977811	0.00908523
0.977811	0.0181705
0.977811	0.0272557
0.977811	0.0363409
0.977811	0.0454262
0.977811	0.0545114
0.977811	0.0635966
0.977811	0.0726818
0.977811	0.0817671
0.980981	-0.0908523
0.980981	-0.0817671
0.980981	-0.0726818
0.980981	-0.0635966
0.980981	-0.0545114
0.980981	-0.0454262
0.980981	-0.0363409
0.980981	-0.0272557
0.980981	-0.0181705
0.980981	-0.00908523
0.980981	1.04083e-17
0.980981	0.00908523
0.980981	0.0181705
0.980981	0.0272557
0.980981	0.0363409
0.980981	0.0454262
0.980981	0.0545114
0.980981	0.0635966
0.980981	0.0726818
0.980981	0.0817671
0.984151	-0.0908523
0.984151	-0.0817671
0.984151	-0.0726818
0.984151	-0.0635966
0.984151	-0.0545114
0.984151	-0.0454262
0.984151	-0.0363409
0.984151	-0.0272557
0.984151	-0.0181705
0.984151	-0.00908523
0.984151	1.04083e-17
0.984151	0.00908523
0.984151	0.0181705
0.984151	0.0272557
0.984151	0.0363409
0.984151	0.0454262
0.984151	0.0545114
0.984151	0.0635966
0.984151	0.0726818
0.984151	0.0817671
0.987321	-0.0908523
0.987321	-0.0817671
0.987321	-0.0726818
0.987321	-0.0635966
0.987321	-0.0545114
0.987321	-0.0454262
0.987321	-0.0363409
0.987321	-0.0272557
0.987321	-0.0181705
0.987321	-0.00908523
0.987321	1.04083e-17
0.987321	0.00908523
0.987321	0.0181705
0.987321	0.0272557
0.987321	0.0363409
0.987321	0.0454262
0.987321	0.0545114
0.987321	0.0635966
0.987321	0.0726818
0.987321	0.0817671
0.99049	-0.0908523
0.99049	-0.0817671
0.99049	-0.0726818
0.99049	-0.0635966
0.99049	-0.0545114
0.99049	-0.0454262
0.99049	-0.0363409
0.99049	-0.0272557
0.99049	-0.0181705
0.99049	-0.00908523
0.99049	1.04083e-17
0.99049	0.00908523
0.99049	0.0181705
0.99049	0.0272557
0.99049	0.0363409
0.99049	0.0454262
0.99049	0.0545114
0.99049	0.0635966
0.99049	0.0726818
0.99049	0.0817671
0.99366	-0.0908523
0.99366	-0.0817671
0.99366	-0.0726818
0.99366	-0.0635966
0.99366	-0.0545114
0.99366	-0.0454262
0.99366	-0.0363409
0.99366	-0.0272557
0.99366	-0.0181705
0.99366	-0.00908523
0.99366	1.04083e-17
0.99366	0.00908523
0.99366	0.0181705
0.99366	0.0272557
0.99366	0.0363409
0.99366	0.0454262
0.99366	0.0545114
0.99366	0.0635966
0.99366	0.0726818
0.99366	0.0817671
0.99683	-0.0908523
0.99683	-0.0817671
0.99683	-0.0726818
0.99683	-0.0635966
0.99683	-0.0545114
0.99683	-0.0454262
0.99683	-0.0363409
0.99683	-0.0272557
0.99683	-0.0181705
0.99683	-0.00908523
0.99683	1.04083e-17
0.99683	0.00908523
0.99683	0.0181705
0.99683	0.0272557
0.99683	0.0363409
0.99683	0.0454262
0.99683	0.0545114
0.99683	0.0635966
0.99683	0.0726818
